title,type,genres,year,Genres1,Genres2,Genres3
Perfect Sense,movie,"[""Drama"",""Romance"",""Sci-Fi""]",2011,Drama,Romance,Sci-Fi
Battleship,movie,"[""Action"",""Adventure"",""Sci-Fi""]",2012,Action,Adventure,Sci-Fi
Oxygen,movie,"[""Drama"",""Musical""]",2009,Drama,Musical,
Quartet,movie,"[""Comedy"",""Drama""]",2012,Comedy,Drama,
Vito,movie,"[""Documentary"",""Biography""]",2011,Documentary,Biography,
Ways to Live Forever,movie,"[""Drama"",""Family""]",2010,Drama,Family,
Prometheus,movie,"[""Adventure"",""Mystery"",""Sci-Fi""]",2012,Adventure,Mystery,Sci-Fi
The Soviet Story,movie,"[""Documentary"",""History"",""War""]",2008,Documentary,History,War
50/50,movie,"[""Comedy"",""Drama""]",2011,Comedy,Drama,
Cairn,movie,"[""Short"",""Drama""]",2008,Short,Drama,
Sam,movie,"[""Comedy"",""Fantasy"",""Romance""]",2015,Comedy,Fantasy,Romance
Superpower,movie,"[""Documentary"",""History"",""War""]",2008,Documentary,History,War
102 Minutes That Changed America,movie,"[""Documentary"",""History""]",2008,Documentary,History,
The Clone Returns Home,movie,"[""Drama"",""Sci-Fi""]",2008,Drama,Sci-Fi,
Oto-na-ri,movie,"[""Drama""]",2009,Drama,,
Altiplano,movie,"[""Drama""]",2009,Drama,,
It's a Wonderful Afterlife,movie,"[""Comedy"",""Drama"",""Horror""]",2010,Comedy,Drama,Horror
The Concert,movie,"[""Comedy"",""Drama"",""Music""]",2009,Comedy,Drama,Music
Oldboy,movie,"[""Action"",""Drama"",""Mystery""]",2013,Action,Drama,Mystery
August: Osage County,movie,"[""Drama""]",2013,Drama,,
Headhunter,movie,"[""Thriller""]",2009,Thriller,,
Wake Up Sid,movie,"[""Comedy"",""Drama"",""Romance""]",2009,Comedy,Drama,Romance
Backlight,movie,"[""Drama"",""Mystery"",""Sci-Fi""]",2010,Drama,Mystery,Sci-Fi
Oh My God,movie,"[""Documentary""]",2009,Documentary,,
Santa Buddies,movie,"[""Adventure"",""Family""]",2009,Adventure,Family,
Preacher's Kid,movie,"[""Drama""]",2010,Drama,,
1066: The Battle for Middle Earth,series,"[""Action"",""History"",""War""]",2009,Action,History,War
The Doors: When You're Strange,movie,"[""Documentary"",""Music""]",2009,Documentary,Music,
The Perfect Host,movie,"[""Comedy"",""Crime"",""Thriller""]",2010,Comedy,Crime,Thriller
Prom Night in Mississippi,movie,"[""Documentary""]",2009,Documentary,,
Nokas,movie,"[""Action"",""Biography"",""Crime""]",2010,Action,Biography,Crime
"Maria, He Doesn't Like It",movie,"[""Comedy""]",2009,Comedy,,
Tinker Tailor Soldier Spy,movie,"[""Drama"",""Mystery"",""Thriller""]",2011,Drama,Mystery,Thriller
The Girl,movie,"[""Drama"",""Family""]",2009,Drama,Family,
First Squad: The Moment of Truth,movie,"[""Animation"",""Action"",""Drama""]",2009,Animation,Action,Drama
Surviving Life (Theory and Practice),movie,"[""Animation"",""Comedy"",""Fantasy""]",2010,Animation,Comedy,Fantasy
Stingray Sam,movie,"[""Comedy"",""Musical"",""Sci-Fi""]",2009,Comedy,Musical,Sci-Fi
Nanga Parbat,movie,"[""Biography"",""Drama""]",2010,Biography,Drama,
Russia 88,movie,"[""Crime"",""Drama""]",2009,Crime,Drama,
The Overbrook Brothers,movie,"[""Comedy"",""Drama""]",2009,Comedy,Drama,
Coriolanus,movie,"[""Drama"",""Thriller"",""War""]",2011,Drama,Thriller,War
Upside Down,movie,"[""Drama"",""Fantasy"",""Romance""]",2012,Drama,Fantasy,Romance
Inception,movie,"[""Action"",""Mystery"",""Sci-Fi""]",2010,Action,Mystery,Sci-Fi
Rebirth,movie,"[""Documentary""]",2011,Documentary,,
Las viudas de los jueves,movie,"[""Crime"",""Drama"",""Mystery""]",2009,Crime,Drama,Mystery
We Bought a Zoo,movie,"[""Comedy"",""Drama"",""Family""]",2011,Comedy,Drama,Family
Mr. Troop Mom,movie,"[""Comedy"",""Family""]",2009,Comedy,Family,
When I Walk,movie,"[""Documentary""]",2013,Documentary,,
Twice Born,movie,"[""Drama"",""Romance"",""War""]",2012,Drama,Romance,War
Carny,movie,"[""Fantasy"",""Horror"",""Sci-Fi""]",2009,Fantasy,Horror,Sci-Fi
Grown Up Movie Star,movie,"[""Drama""]",2009,Drama,,
The Last Summer of La Boyita,movie,"[""Drama""]",2009,Drama,,
For Colored Girls,movie,"[""Drama""]",2010,Drama,,
Riddick,movie,"[""Action"",""Sci-Fi"",""Thriller""]",2013,Action,Sci-Fi,Thriller
The Best Exotic Marigold Hotel,movie,"[""Comedy"",""Drama""]",2011,Comedy,Drama,
Over Your Cities Grass Will Grow,movie,"[""Documentary""]",2010,Documentary,,
Facing Ali,movie,"[""Documentary"",""Sport""]",2009,Documentary,Sport,
Fireball,movie,"[""Action"",""Drama""]",2009,Action,Drama,
Disco and Atomic War,movie,"[""Documentary""]",2009,Documentary,,
Torn,movie,"[""Drama""]",2013,Drama,,
The Thorn in the Heart,movie,"[""Documentary""]",2009,Documentary,,
Tsar,movie,"[""Drama"",""History""]",2009,Drama,History,
Heartbeats,movie,"[""Drama""]",2009,Drama,,
Mumbai Diaries,movie,"[""Drama""]",2010,Drama,,
The Apparition,movie,"[""Horror"",""Thriller""]",2012,Horror,Thriller,
13 Assassins,movie,"[""Action"",""Adventure"",""Drama""]",2010,Action,Adventure,Drama
Mugabe and the White African,movie,"[""Documentary""]",2009,Documentary,,
Fright Night,movie,"[""Comedy"",""Horror""]",2011,Comedy,Horror,
Orgasm Inc.,movie,"[""Documentary""]",2009,Documentary,,
Rozygrysh,movie,"[""Drama""]",2008,Drama,,
The Hedgehog,movie,"[""Drama""]",2009,Drama,,
A Marine Story,movie,"[""Drama""]",2010,Drama,,
StreetDance 3D,movie,"[""Drama"",""Music"",""Romance""]",2010,Drama,Music,Romance
Filth,movie,"[""Comedy"",""Crime"",""Drama""]",2013,Comedy,Crime,Drama
On Tour,movie,"[""Comedy"",""Drama""]",2010,Comedy,Drama,
Gravity,movie,"[""Sci-Fi"",""Thriller""]",2013,Sci-Fi,Thriller,
Beauty and the Paparazzo,movie,"[""Comedy"",""Romance""]",2010,Comedy,Romance,
Boy Wonder,movie,"[""Action"",""Crime"",""Drama""]",2010,Action,Crime,Drama
Letters to God,movie,"[""Drama"",""Family""]",2010,Drama,Family,
The Grandmaster,movie,"[""Action"",""Biography"",""Drama""]",2013,Action,Biography,Drama
Decoding Annie Parker,movie,"[""Drama""]",2013,Drama,,
Heartbreaker,movie,"[""Comedy"",""Romance""]",2010,Comedy,Romance,
Keep Surfing,movie,"[""Documentary""]",2009,Documentary,,
Space Battleship Yamato,movie,"[""Action"",""Adventure"",""Drama""]",2010,Action,Adventure,Drama
Four Assassins,movie,"[""Thriller""]",2013,Thriller,,
Logan,movie,"[""Comedy"",""Drama"",""Family""]",2010,Comedy,Drama,Family
The Referees,movie,"[""Documentary"",""Sport""]",2009,Documentary,Sport,
What If,movie,"[""Comedy"",""Romance""]",2013,Comedy,Romance,
Parade,movie,"[""Drama""]",2009,Drama,,
Korkoro,movie,"[""Drama"",""War""]",2009,Drama,War,
The Paperboy,movie,"[""Drama"",""Thriller""]",2012,Drama,Thriller,
The Whisperer in Darkness,movie,"[""Mystery"",""Sci-Fi"",""Thriller""]",2011,Mystery,Sci-Fi,Thriller
Oliver Sherman,movie,"[""Drama"",""Thriller"",""War""]",2010,Drama,Thriller,War
"Hugh Hefner: Playboy, Activist and Rebel",movie,"[""Documentary"",""Biography""]",2009,Documentary,Biography,
Cargo,movie,"[""Drama""]",2011,Drama,,
Genitori & figli:) - Agitare bene prima dell'uso,movie,"[""Comedy""]",2010,Comedy,,
Chicks,movie,"[""Comedy"",""Drama""]",2009,Comedy,Drama,
School Is Over,movie,"[""Drama""]",2010,Drama,,
Griff the Invisible,movie,"[""Comedy"",""Drama"",""Romance""]",2010,Comedy,Drama,Romance
Goblin,movie,"[""Fantasy"",""Horror"",""Sci-Fi""]",2010,Fantasy,Horror,Sci-Fi
Gabi on the Roof in July,movie,"[""Comedy"",""Drama"",""Romance""]",2010,Comedy,Drama,Romance
Raise Your Head,movie,"[""Drama""]",2009,Drama,,
Magic Camp,movie,"[""Documentary"",""Family""]",2012,Documentary,Family,
The Caller,movie,"[""Thriller""]",2011,Thriller,,
The Great Vazquez,movie,"[""Biography"",""Comedy""]",2010,Biography,Comedy,
Horns,movie,"[""Drama"",""Fantasy"",""Thriller""]",2013,Drama,Fantasy,Thriller
Exodus: Gods and Kings,movie,"[""Action"",""Adventure"",""Biography""]",2014,Action,Adventure,Biography
Route Irish,movie,"[""Action"",""Drama"",""Thriller""]",2010,Action,Drama,Thriller
Ruhr,movie,"[""Documentary""]",2009,Documentary,,
Trek Nation,movie,"[""Documentary""]",2010,Documentary,,
Smitty,movie,"[""Drama"",""Family""]",2012,Drama,Family,
The Disappearance of Eleanor Rigby: Him,movie,"[""Drama"",""Romance""]",2013,Drama,Romance,
Antikiller D.K.,movie,"[""Action""]",2009,Action,,
Elysium,movie,"[""Action"",""Drama"",""Sci-Fi""]",2013,Action,Drama,Sci-Fi
Space Chimps 2: Zartog Strikes Back,movie,"[""Animation"",""Family"",""Sci-Fi""]",2010,Animation,Family,Sci-Fi
Man-choo,movie,"[""Drama""]",2010,Drama,,
The Snowman,movie,"[""Documentary""]",2009,Documentary,,
Rush: Beyond the Lighted Stage,movie,"[""Documentary"",""Biography"",""Music""]",2010,Documentary,Biography,Music
The Barons,movie,"[""Comedy""]",2009,Comedy,,
Cure: The Life of Another,movie,"[""Drama"",""Mystery"",""Thriller""]",2014,Drama,Mystery,Thriller
GasLand,movie,"[""Documentary""]",2010,Documentary,,
GLOW: The Story of the Gorgeous Ladies of Wrestling,movie,"[""Documentary""]",2012,Documentary,,
Beautiful Creatures,movie,"[""Drama"",""Fantasy"",""Romance""]",2013,Drama,Fantasy,Romance
Restrepo,movie,"[""Documentary"",""War""]",2010,Documentary,War,
Predators,movie,"[""Action"",""Adventure"",""Sci-Fi""]",2010,Action,Adventure,Sci-Fi
Shadow,movie,"[""Horror""]",2009,Horror,,
Vampire Girl vs. Frankenstein Girl,movie,"[""Action"",""Comedy"",""Horror""]",2009,Action,Comedy,Horror
Skazka pro temnotu,movie,"[""Drama""]",2009,Drama,,
Small Town Murder Songs,movie,"[""Crime"",""Drama"",""Thriller""]",2010,Crime,Drama,Thriller
"Snowflake, the White Gorilla",movie,"[""Animation"",""Adventure"",""Comedy""]",2011,Animation,Adventure,Comedy
Big Miracle,movie,"[""Biography"",""Drama"",""Romance""]",2012,Biography,Drama,Romance
Brick Mansions,movie,"[""Action"",""Crime"",""Drama""]",2014,Action,Crime,Drama
A Town Called Panic,movie,"[""Animation"",""Adventure"",""Comedy""]",2009,Animation,Adventure,Comedy
All the Best: Fun Begins,movie,"[""Action"",""Comedy"",""Drama""]",2009,Action,Comedy,Drama
Rio,movie,"[""Animation"",""Adventure"",""Comedy""]",2011,Animation,Adventure,Comedy
Le mac,movie,"[""Comedy""]",2010,Comedy,,
Beyond,movie,"[""Drama""]",2010,Drama,,
Pina,movie,"[""Documentary""]",2011,Documentary,,
The Zigzag Kid,movie,"[""Adventure"",""Drama"",""Family""]",2012,Adventure,Drama,Family
All That I Love,movie,"[""Comedy"",""Drama"",""Music""]",2009,Comedy,Drama,Music
Oblivion,movie,"[""Documentary""]",2008,Documentary,,
Rise of the Guardians,movie,"[""Animation"",""Adventure"",""Family""]",2012,Animation,Adventure,Family
Hamlet,movie,"[""Drama""]",2009,Drama,,
9500 Liberty,movie,"[""Documentary""]",2009,Documentary,,
The Boy Who Cried Werewolf,movie,"[""Comedy"",""Family""]",2010,Comedy,Family,
The Poll Diaries,movie,"[""Drama""]",2010,Drama,,
The Help,movie,"[""Drama""]",2011,Drama,,
The Ape,movie,"[""Drama"",""Thriller""]",2009,Drama,Thriller,
Reign of Assassins,movie,"[""Action""]",2010,Action,,
In Search of Memory,movie,"[""Documentary""]",2009,Documentary,,
Dream House,movie,"[""Drama"",""Mystery"",""Thriller""]",2011,Drama,Mystery,Thriller
Die,movie,"[""Thriller""]",2010,Thriller,,
The Sword with No Name,movie,"[""Action"",""Drama""]",2009,Action,Drama,
Tucker and Dale vs. Evil,movie,"[""Comedy"",""Horror""]",2010,Comedy,Horror,
MacGruber,movie,"[""Action"",""Comedy"",""Romance""]",2010,Action,Comedy,Romance
The Violent Kind,movie,"[""Horror""]",2010,Horror,,
Amador,movie,"[""Drama""]",2010,Drama,,
This Is It,movie,"[""Documentary"",""Music""]",2009,Documentary,Music,
Cedar Rapids,movie,"[""Comedy""]",2011,Comedy,,
Hyde Park on Hudson,movie,"[""Biography"",""Comedy"",""Drama""]",2012,Biography,Comedy,Drama
Oblivion,movie,"[""Action"",""Adventure"",""Mystery""]",2013,Action,Adventure,Mystery
The Famous and the Dead,movie,"[""Drama""]",2009,Drama,,
Stargate SG-1: Children of the Gods - Final Cut,movie,"[""Sci-Fi""]",2009,Sci-Fi,,
8: The Mormon Proposition,movie,"[""Documentary""]",2010,Documentary,,
Mr. Pip,movie,"[""Drama"",""War""]",2012,Drama,War,
The White Stripes Under Great White Northern Lights,movie,"[""Documentary"",""Music""]",2009,Documentary,Music,
Down Terrace,movie,"[""Comedy"",""Crime""]",2009,Comedy,Crime,
The Living Room of the Nation,movie,"[""Documentary"",""Comedy"",""Drama""]",2009,Documentary,Comedy,Drama
Grandmother,movie,"[""Drama""]",2009,Drama,,
Dooman River,movie,"[""Drama""]",2010,Drama,,
Nothing's All Bad,movie,"[""Drama""]",2010,Drama,,
Yelling to the Sky,movie,"[""Drama""]",2011,Drama,,
Zettl,movie,"[""Comedy""]",2012,Comedy,,
Third Star,movie,"[""Drama""]",2010,Drama,,
Behind Blue Skies,movie,"[""Drama""]",2010,Drama,,
Bo,movie,"[""Drama""]",2010,Drama,,
Last Train Home,movie,"[""Documentary"",""Drama""]",2009,Documentary,Drama,
The Enemy,movie,"[""Drama"",""Mystery"",""Thriller""]",2011,Drama,Mystery,Thriller
Spy Kids: All the Time in the World in 4D,movie,"[""Action"",""Adventure"",""Comedy""]",2011,Action,Adventure,Comedy
Agnosia,movie,"[""Drama"",""Thriller""]",2010,Drama,Thriller,
Taqwacore: The Birth of Punk Islam,movie,"[""Documentary""]",2009,Documentary,,
Archipelago,movie,"[""Drama""]",2010,Drama,,
Beginners,movie,"[""Comedy"",""Drama"",""Romance""]",2010,Comedy,Drama,Romance
Life,series,"[""Documentary""]",2009,Documentary,,
Shaolin,movie,"[""Action"",""Drama""]",2011,Action,Drama,
The Son of No One,movie,"[""Crime"",""Drama"",""Thriller""]",2011,Crime,Drama,Thriller
Angel & Tony,movie,"[""Drama""]",2010,Drama,,
Retratos en un mar de mentiras,movie,"[""Drama""]",2010,Drama,,
Wolfy,movie,"[""Drama""]",2009,Drama,,
Matching Jack,movie,"[""Drama""]",2010,Drama,,
Monsters University,movie,"[""Animation"",""Adventure"",""Comedy""]",2013,Animation,Adventure,Comedy
The Conjuring,movie,"[""Horror""]",2013,Horror,,
The Gruffalo,movie,"[""Animation"",""Short"",""Family""]",2009,Animation,Short,Family
The Odd Life of Timothy Green,movie,"[""Comedy"",""Drama"",""Family""]",2012,Comedy,Drama,Family
Stake Land,movie,"[""Drama"",""Horror"",""Sci-Fi""]",2010,Drama,Horror,Sci-Fi
The Italian Key,movie,"[""Comedy"",""Drama"",""Romance""]",2011,Comedy,Drama,Romance
Sweet Karma,movie,"[""Crime"",""Drama"",""Thriller""]",2009,Crime,Drama,Thriller
Hottarake no shima - Haruka to maho no kagami,movie,"[""Animation"",""Action"",""Adventure""]",2009,Animation,Action,Adventure
Mammuth,movie,"[""Comedy"",""Drama""]",2010,Comedy,Drama,
The Aviators,movie,"[""Animation"",""Adventure"",""Family""]",2008,Animation,Adventure,Family
